iter	PairLogit
587	0.5873484149
588	0.587325621
589	0.5873036766
590	0.5872763857
591	0.5872484403
592	0.5872254575
593	0.5872092322
594	0.5871914607
595	0.5871723882
596	0.587146535
597	0.5871257113
598	0.5870966608
599	0.5870744527
600	0.5870484542
601	0.5870211858
602	0.5869988939
603	0.5869751527
604	0.5869435689
605	0.586919812
606	0.5869031158
607	0.586876798
608	0.5868536135
609	0.5868315049
610	0.5868052715
611	0.5867764196
612	0.586759254
613	0.5867323477
614	0.5867141653
615	0.5866925405
616	0.586664465
617	0.5866420089
618	0.5866217515
619	0.5865995225
620	0.5865797902
621	0.5865619371
622	0.5865270813
623	0.5865110991
624	0.5864932276
625	0.5864710806
626	0.5864458605
627	0.5864242397
628	0.586405343
629	0.5863817563
630	0.5863588019
631	0.586335069
632	0.5863085832
633	0.5862874919
634	0.5862679845
635	0.5862510656
636	0.5862329659
637	0.586209257
638	0.5861830979
639	0.5861604948
640	0.5861419226
641	0.5861190275
642	0.5860995635
643	0.5860801554
644	0.5860560689
645	0.5860364588
646	0.5860122787
647	0.5859871846
648	0.5859678548
649	0.5859457666
650	0.5859215103
651	0.585898259
652	0.5858760206
653	0.5858559661
654	0.5858360013
655	0.5858097388
656	0.5857878904
657	0.5857649913
658	0.5857413832
659	0.5857207828
660	0.5857022387
661	0.5856761464
662	0.5856532628
663	0.5856334458
664	0.5856114913
665	0.5855872306
666	0.5855624636
667	0.5855395443
668	0.5855143143
669	0.5854963242
670	0.5854769743
671	0.5854573519
672	0.5854373485
673	0.5854208753
674	0.5853959545
675	0.5853736692
676	0.5853566093
677	0.585336358
678	0.5853146011
679	0.5852963107
680	0.5852802167
681	0.5852643943
682	0.5852407356
683	0.5852204662
684	0.5852033513
685	0.5851821945
686	0.5851607886
687	0.5851324817
688	0.5851107954
689	0.5850906039
690	0.5850702113
691	0.5850472543
692	0.5850333271
693	0.5850124693
694	0.5849920027
695	0.5849672067
696	0.5849438318
697	0.5849282131
698	0.5849077825
699	0.5848805962
700	0.5848607082
701	0.5848393266
702	0.584817904
703	0.5847949154
704	0.5847729692
705	0.5847484674
706	0.5847296806
707	0.584711206
708	0.584690971
709	0.5846720876
710	0.5846509862
711	0.5846317299
712	0.5846116844
713	0.5845935034
714	0.584572476
715	0.5845529095
716	0.5845402039
717	0.584515985
718	0.5844968279
719	0.5844810818
720	0.5844624692
721	0.5844334474
722	0.5844139276
723	0.5843929641
724	0.5843742327
725	0.584354694
726	0.5843351117
727	0.5843134647
728	0.584293235
729	0.5842757523
730	0.5842600622
731	0.5842435347
732	0.5842213705
733	0.5842014508
734	0.5841791174
735	0.5841611805
736	0.5841380661
737	0.5841190307
738	0.5840971498
739	0.5840769665
740	0.5840593474
741	0.5840423841
742	0.5840199035
743	0.584000116
744	0.583982682
745	0.5839588862
746	0.5839444872
747	0.5839264427
748	0.5839051706
749	0.5838766513
750	0.5838580599
751	0.5838391138
752	0.5838189127
753	0.5837936484
754	0.583771833
755	0.5837495233
756	0.5837307748
757	0.5837117085
758	0.5836925486
759	0.5836745287
760	0.5836525164
761	0.5836334907
762	0.5836092922
763	0.5835884904
764	0.5835727074
765	0.583551006
766	0.5835344747
767	0.5835107975
768	0.5834928828
769	0.5834752867
770	0.5834534885
771	0.5834300648
772	0.5834118277
773	0.5833968912
774	0.5833823366
775	0.5833627537
776	0.5833425981
777	0.5833246324
778	0.5833063956
779	0.5832863736
780	0.5832702295
781	0.583251058
782	0.5832316227
783	0.5832098706
784	0.5831929008
785	0.5831736507
786	0.5831552146
787	0.5831402188
788	0.5831183736
789	0.5831047197
790	0.5830808076
791	0.5830612042
792	0.5830374381
793	0.5830174018
794	0.5830049864
795	0.5829857121
796	0.5829688994
797	0.5829543955
798	0.582933246
799	0.5829167211
800	0.5828985946
801	0.5828804879
802	0.5828605908
803	0.582843426
804	0.5828203244
805	0.5828027453
806	0.5827784046
807	0.5827618541
808	0.5827475602
809	0.5827216862
810	0.5826988017
811	0.5826767813
812	0.5826599425
813	0.582641161
814	0.5826212222
815	0.582602714
816	0.5825831397
817	0.5825641204
818	0.5825448869
819	0.5825291709
820	0.5825079954
821	0.5824886792
822	0.582473305
823	0.5824533551
824	0.5824372562
825	0.5824221324
826	0.5824057099
827	0.5823850641
828	0.5823624285
829	0.5823431429
830	0.5823293109
831	0.5823105023
832	0.5822996193
833	0.5822847612
834	0.5822649902
835	0.5822492992
836	0.5822327708
837	0.5822151462
838	0.5822010251
839	0.5821811884
840	0.5821635424
841	0.582147578
842	0.5821314316
843	0.5821165413
844	0.5820969044
845	0.5820787614
846	0.5820571742
847	0.5820429475
848	0.5820240247
849	0.5820062427
850	0.5819916648
851	0.5819775317
852	0.5819592604
853	0.5819421521
854	0.5819189607
855	0.5819024641
856	0.581886777
857	0.5818667955
858	0.5818466546
859	0.5818300425
860	0.5818120463
861	0.5817935231
862	0.5817760898
863	0.5817578598
864	0.5817293979
865	0.5817086384
866	0.5816907364
867	0.581671171
868	0.5816569454
869	0.581636329
870	0.5816172756
871	0.581600819
872	0.5815803209
873	0.5815646573
874	0.5815474994
875	0.5815342467
876	0.5815176657
877	0.5814980084
878	0.5814766479
879	0.5814552284
880	0.5814436703
881	0.5814240154
882	0.5814094528
883	0.5813870656
884	0.5813719925
885	0.5813563458
886	0.5813356045
887	0.5813202645
888	0.5813046857
889	0.581290585
890	0.5812724825
891	0.5812538242
892	0.5812390542
893	0.5812220518
894	0.5812049307
895	0.5811891406
896	0.5811721956
897	0.5811510951
898	0.581132138
899	0.5811092759
900	0.5810889636
901	0.58106948
902	0.5810503911
903	0.5810332276
904	0.5810100473
905	0.5809907671
906	0.580970938
907	0.5809520314
908	0.5809321637
909	0.5809131139
910	0.5808948398
911	0.5808771816
912	0.5808593997
913	0.5808467868
914	0.5808296865
915	0.5808137948
916	0.580798718
917	0.580781173
918	0.5807633746
919	0.5807463748
920	0.5807266328
921	0.5807048727
922	0.5806867216
923	0.5806694738
924	0.580649873
925	0.5806351651
926	0.5806219515
927	0.5806063286
928	0.5805904093
929	0.5805722871
930	0.5805555634
931	0.5805384704
932	0.5805105417
933	0.5804952887
934	0.5804778762
935	0.5804613479
936	0.5804442991
937	0.5804281094
938	0.5804123752
939	0.5803912132
940	0.5803761019
941	0.5803602594
942	0.5803354362
943	0.5803228104
944	0.5803045506
945	0.5802869868
946	0.5802704515
947	0.5802478343
948	0.5802228583
949	0.5802087972
950	0.5801898948
951	0.5801725096
952	0.5801472632
953	0.5801307755
954	0.5801128704
955	0.5800943145
956	0.5800790553
957	0.5800626961
958	0.5800478181
959	0.5800303764
960	0.5800130721
961	0.5799896795
962	0.5799759678
963	0.5799607535
964	0.5799393918
965	0.5799253842
966	0.5799085645
967	0.5798898066
968	0.5798729624
969	0.5798565308
970	0.579840584
971	0.5798270504
972	0.5798098865
973	0.5797968821
974	0.5797806544
975	0.5797647262
976	0.5797448586
977	0.5797283948
978	0.5797073593
979	0.5796883182
980	0.5796705946
981	0.5796526761
982	0.5796308696
983	0.5796179163
984	0.5796032464
985	0.5795861453
986	0.5795650752
987	0.5795450233
988	0.5795256912
989	0.5795050972
990	0.5794896333
991	0.5794717484
992	0.5794549416
993	0.5794395158
994	0.5794260939
995	0.5794109495
996	0.5793933228
997	0.5793754603
998	0.5793627215
999	0.5793489373
